,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,No of years,Brand
7268,325000,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,4,Renault
7269,305000,40000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,5,Maruti
7270,155000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,15,Maruti
7271,235000,80000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5,9,Maruti
7273,500000,15000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,5,Maruti
7274,120000,150000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,17,Mahindra
7276,675000,88000,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,5,5,Skoda
7277,950000,80000,Diesel,Dealer,Manual,First Owner,12.99,2494,100.6,7,7,Toyota
7278,1051000,59865,Diesel,Dealer,Manual,First Owner,15.1,2179,152.87,7,3,Mahindra
7279,591000,60000,Diesel,Dealer,Manual,First Owner,21.49,1498,108.5,5,5,Volkswagen
7280,585000,72000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,6,Hyundai
7281,1025000,68140,Petrol,Dealer,Automatic,First Owner,18.0,1497,117.6,5,4,Honda
7282,450000,53190,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5,7,Maruti
7283,484999,70100,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,7,Hyundai
7284,650000,47725,Diesel,Dealer,Manual,First Owner,27.3,1498,98.6,5,3,Honda
7285,434999,70195,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.02,5,7,Maruti
7286,195000,77395,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.0,5,10,Ford
7287,1000000,17000,Diesel,Dealer,Manual,First Owner,17.3,1497,121.0,8,2,Mahindra
7288,650000,64000,Diesel,Dealer,Automatic,First Owner,14.62,1498,113.42,5,8,Hyundai
7289,190000,74321,Diesel,Dealer,Manual,First Owner,25.44,936,56.3,5,7,Chevrolet
7290,409999,80235,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.02,5,8,Maruti
7291,1050000,77150,Diesel,Dealer,Automatic,First Owner,17.01,1582,126.2,5,5,Hyundai
7292,651000,69000,Diesel,Dealer,Automatic,First Owner,22.15,1498,108.6,5,6,Volkswagen
7293,650000,57000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5,6,Maruti
7294,750000,89000,Diesel,Dealer,Manual,First Owner,21.14,1498,103.6,5,4,Skoda
7295,799000,61100,Diesel,Dealer,Automatic,First Owner,14.3,1968,140.0,5,9,Volkswagen
7296,355000,116000,Diesel,Individual,Manual,First Owner,18.7,1896,66.0,5,11,Skoda
7297,600000,80000,Diesel,Individual,Manual,First Owner,23.9,1582,126.32,5,6,Hyundai
7298,685000,26000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,3,Maruti
7299,509999,100000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,3,Maruti
7300,150000,82300,CNG,Individual,Manual,Second Owner,26.83,796,38.4,5,9,Maruti
7301,650000,82050,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,4,Maruti
7303,675000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,9,Mahindra
7304,319000,30000,Petrol,Individual,Automatic,First Owner,24.04,999,67.0,5,3,Renault
7305,640000,6000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,5,2,Honda
7306,650000,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,4,Hyundai
7307,650000,70000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,6,Maruti
7308,155000,70000,CNG,Individual,Manual,Second Owner,26.83,796,38.4,5,11,Maruti
7309,650000,70000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,6,Maruti
7310,175000,120000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5,13,Maruti
7311,375000,76000,Diesel,Individual,Manual,Third Owner,24.0,1120,70.0,5,7,Hyundai
7312,430000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,7,Hyundai
7313,65000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5,13,Tata
7314,150000,70000,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,5,12,Hyundai
7315,620000,13000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,2,Hyundai
7316,250000,60000,Petrol,Individual,Manual,Second Owner,14.09,1596,99.6,5,8,Ford
7317,275000,165000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5,10,Maruti
7318,454000,120000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,10,8,Chevrolet
7319,600000,30000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,4,Mahindra
7320,400000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,10,Volkswagen
7321,180000,187000,Diesel,Individual,Manual,Second Owner,19.2,1461,65.0,5,14,Mahindra
7322,750000,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,5,Maruti
7323,500000,40000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,5,Maruti
7324,2825000,22000,Diesel,Dealer,Automatic,First Owner,15.73,1968,174.33,5,4,Audi
7325,2125000,5500,Diesel,Dealer,Manual,First Owner,26.8,1597,118.0,5,1,Honda
7326,3350000,18000,Diesel,Dealer,Automatic,First Owner,19.62,1998,190.0,5,3,BMW
7327,840000,1500,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5,2,Honda
7328,1000000,46000,Diesel,Individual,Manual,First Owner,24.5,1498,98.6,7,6,Honda
7329,740000,24400,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,4,Maruti
7330,1290000,29899,Diesel,Dealer,Automatic,First Owner,22.15,1498,108.6,5,3,Volkswagen
7331,1800000,20000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,8,3,Toyota
7332,775000,2000,Petrol,Dealer,Manual,First Owner,20.7,1197,81.86,5,1,Hyundai
7333,695000,34000,Diesel,Dealer,Manual,First Owner,21.04,1461,83.8,8,4,Renault
7334,730000,31000,Petrol,Dealer,Automatic,First Owner,17.4,1197,81.86,5,3,Hyundai
7335,1295000,46000,Diesel,Dealer,Automatic,Second Owner,11.45,2776,197.2,7,5,Chevrolet
7336,1160000,121000,Diesel,Dealer,Automatic,First Owner,12.08,2999,161.0,7,5,Isuzu
7337,3300000,60000,Diesel,Dealer,Automatic,First Owner,19.3,1950,194.0,5,4,Mercedes-Benz
7338,540000,7000,Petrol,Dealer,Manual,First Owner,20.3,1086,68.0,5,3,Hyundai
7339,434999,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,5,5,Maruti
7340,4600000,6000,Diesel,Dealer,Automatic,First Owner,17.9,2143,170.0,5,3,Mercedes-Benz
7341,910000,20000,Diesel,Dealer,Manual,First Owner,17.0,2596,80.8,5,3,Force
7342,850000,59235,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,5,6,Hyundai
7343,5800000,21000,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,2,BMW
7344,520000,48000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,7,Honda
7345,650000,114000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7,3,Mahindra
7346,430000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,10,Maruti
7347,360000,144000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5,8,Hyundai
7348,350000,144000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5,8,Hyundai
7349,791000,190000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,5,Maruti
7350,950000,190000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,6,Toyota
7351,690000,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,2,Maruti
7352,860000,40000,Diesel,Individual,Manual,Second Owner,22.0,1582,126.2,5,4,Hyundai
7353,371000,100000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,9,Maruti
7354,45000,60000,Diesel,Individual,Manual,Second Owner,16.8,1405,68.0,5,13,Tata
7355,55000,201000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,5,15,Ford
7356,240000,110000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,10,Volkswagen
7357,495000,77215,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,7,Maruti
7359,671000,48228,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5,6,Honda
7360,693000,58559,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,5,4,Maruti
7362,802999,50856,Diesel,Dealer,Manual,First Owner,26.0,1498,98.6,5,5,Honda
7363,890000,18300,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,4,Honda
7364,495000,59292,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5,6,Maruti
7365,545000,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,5,3,Maruti
7366,775000,21147,Petrol,Dealer,Automatic,First Owner,21.4,1197,83.1,5,3,Maruti
7367,925000,69000,Diesel,Dealer,Manual,First Owner,25.6,1498,97.9,5,4,Honda
7368,1450000,10000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,7,2,Mahindra
7369,790000,16000,Diesel,Dealer,Automatic,First Owner,28.4,1248,74.0,5,3,Maruti
7370,1789999,36000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,8,4,Toyota
7371,620000,37000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,5,4,Maruti
7372,375000,61173,Diesel,Dealer,Manual,First Owner,27.62,793,47.0,5,5,Maruti
7374,2450000,30000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,5,5,Audi
7375,850000,75000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7,7,Mahindra
7376,750000,51000,Petrol,Dealer,Automatic,First Owner,19.56,1197,81.8,5,4,Maruti
7377,775000,17000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,5,3,Maruti
7378,260000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,13,Maruti
7379,2000000,35000,Diesel,Individual,Automatic,Second Owner,17.68,1968,174.33,5,8,Audi
7380,300000,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,4,Hyundai
7381,1300000,91567,Diesel,Individual,Automatic,Third Owner,16.0,2179,140.0,7,5,Mahindra
7382,380000,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,4,Maruti
7383,480000,60000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,4,Hyundai
7384,240000,35000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,5,Maruti
7385,500000,33400,Petrol,Individual,Manual,First Owner,17.43,1396,105.5,5,7,Hyundai
7386,420000,36000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,5,6,Maruti
7387,130000,180000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,10,Ford
7388,110000,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,9,Maruti
7389,120000,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,14,Maruti
7390,700000,80000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5,4,Maruti
7391,550000,120000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,3,Maruti
7392,190000,110000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5,7,Tata
7393,665000,70000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,3,Toyota
7394,445000,120000,Diesel,Individual,Manual,Second Owner,14.95,2489,93.7,7,7,Mahindra
7395,340000,92686,Diesel,Dealer,Manual,Second Owner,21.9,1396,88.76,5,9,Hyundai
7396,330000,180000,Diesel,Individual,Manual,First Owner,13.6,1991,142.0,5,12,Hyundai
7397,270000,80000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5,9,Tata
7398,1044999,70000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7,6,Mahindra
7399,279000,117000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5,12,Maruti
7400,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,5,3,Ford
7401,250000,100000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,5,14,Skoda
7402,475000,83000,Petrol,Individual,Automatic,First Owner,15.74,1591,121.3,5,9,Hyundai
7403,750000,67600,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,5,5,Chevrolet
7404,1250000,160000,Diesel,Individual,Manual,Second Owner,13.5,2477,178.0,7,6,Mitsubishi
7405,250000,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,7,Hyundai
7406,445000,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,8,Honda
7407,400000,100000,Diesel,Individual,Manual,First Owner,15.0,1896,105.0,5,11,Volkswagen
7408,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5,11,Hyundai
7409,295000,140000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5,9,Skoda
7410,600000,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,3,Maruti
7411,1650000,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,8,3,Toyota
7412,100000,30000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,9,Maruti
7413,690000,13000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,5,3,Ford
7414,710000,42000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,3,Hyundai
7415,350000,10000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,5,3,Hyundai
7416,220000,13000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,9,Maruti
7417,700000,6500,Petrol,Individual,Manual,First Owner,20.0,999,72.0,7,2,Renault
7418,198000,49500,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,8,Hyundai
7419,350000,50000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5,10,Hyundai
7420,210000,175000,Diesel,Individual,Manual,Second Owner,23.57,1396,70.0,5,10,Tata
7421,210000,175000,Diesel,Individual,Manual,Second Owner,23.03,1396,69.0,5,10,Tata
7423,375000,110000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5,7,Maruti
7424,380000,112048,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,5,9,Maruti
7425,360000,98000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5,11,Honda
7426,944999,41000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,6,Mahindra
7427,620000,120000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10,5,Chevrolet
7428,780000,116000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,3,Toyota
7429,445000,1000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,1,Maruti
7430,575000,15000,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86,5,3,Hyundai
7431,975000,5000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,3,Maruti
7432,450000,3500,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,5,2,Tata
7434,495000,56000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,4,Ford
7435,830000,215000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,7,8,Toyota
7436,800000,40000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,9,Mahindra
7438,300000,120000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5,8,Maruti
7439,200000,120000,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,7,18,Mahindra
7440,480000,30400,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5,4,Honda
7441,950000,24000,Diesel,Dealer,Manual,First Owner,21.9,1498,98.6,7,4,Honda
7442,840000,30646,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,7,4,Honda
7443,800000,15000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,4,Hyundai
7444,750000,50000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,5,4,Volkswagen
7445,254999,34000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,4,Hyundai
7446,725000,54000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7,5,Maruti
7447,1859000,40000,Diesel,Individual,Automatic,Second Owner,19.7,2143,134.1,5,5,Mercedes-Benz
7448,145000,120000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,9,Chevrolet
7449,750000,15000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5,3,Tata
7450,655000,50000,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495,5,4,Volkswagen
7451,210000,84000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,10,Ford
7452,450000,50000,Petrol,Individual,Manual,First Owner,17.0,1497,118.0,5,10,Honda
7453,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086,68.0,5,2,Hyundai
7455,580000,52000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,6,Ford
7456,430000,18500,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,2,Hyundai
7457,155000,50000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5,9,Tata
7458,240000,35000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5,4,Datsun
7459,540000,15500,Petrol,Individual,Manual,First Owner,16.78,1496,88.73,5,5,Toyota
7460,250000,120000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5,8,Tata
7461,260000,60000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5,9,Tata
7462,550000,80000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,9,10,Mahindra
7463,550000,43011,Petrol,Dealer,Manual,First Owner,18.88,999,123.37,5,7,Ford
7464,600000,136000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,6,Renault
7465,550000,15000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,4,Ford
7466,370000,110000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,10,Mahindra
7467,250000,100000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,13,Hyundai
7468,125000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5,16,Maruti
7469,200000,110000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,5,11,Tata
7470,675000,127991,Diesel,Dealer,Manual,First Owner,25.5,1498,98.6,5,4,Honda
7471,150000,198000,Diesel,Individual,Manual,Second Owner,14.8,1998,68.0,5,22,Mitsubishi
7472,290000,65000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5,11,Tata
7474,889000,20000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,3,Maruti
7475,400000,60000,Petrol,Individual,Manual,First Owner,17.0,1198,73.75,5,5,Volkswagen
7476,390000,13120,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,3,Renault
7477,1550000,87500,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,4,Jeep
7478,600000,125000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,7,Hyundai
7479,800000,25000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,5,3,Hyundai
7480,600000,120000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.8,7,8,Maruti
7481,795000,35000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5,6,Hyundai
7482,735000,25000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,5,Hyundai
7483,250000,120000,Diesel,Individual,Manual,Third Owner,16.4,1896,90.0,5,16,Skoda
7484,400000,25000,Petrol,Individual,Automatic,First Owner,24.04,999,67.0,5,3,Renault
7485,130000,79000,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0,5,16,Hyundai
7486,600000,125000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,8,6,Renault
7487,395000,140000,Diesel,Individual,Manual,First Owner,14.0,2489,95.0,8,7,Mahindra
7488,720000,80000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,5,Hyundai
7489,450000,110000,Petrol,Individual,Manual,Third Owner,16.8,1497,116.4,5,10,Honda
7490,700000,25000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,3,Ford
7491,1000000,46000,Diesel,Individual,Manual,First Owner,24.5,1498,98.6,7,6,Honda
7492,500000,1000,Petrol,Individual,Manual,First Owner,20.3,1086,68.07,5,1,Hyundai
7493,125000,60000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,14,Maruti
7494,690000,80000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,8,6,Renault
7495,1550000,120000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,4,Jeep
7496,170000,110000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,5,8,Tata
7497,275000,110000,Diesel,Individual,Manual,Third Owner,20.4,1248,91.7,5,11,Fiat
7498,500000,200000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8,14,Toyota
7499,950000,80000,Diesel,Individual,Manual,Second Owner,19.33,1968,138.1,5,8,Volkswagen
7500,802999,24000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,2,Maruti
7501,470000,150000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,8,Maruti
7502,300000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,6,Renault
7503,600000,116000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,7,Renault
7504,275000,104300,Diesel,Individual,Manual,First Owner,20.0,1399,68.1,5,8,Ford
7505,700000,30000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,3,Mahindra
7506,3250000,33000,Diesel,Individual,Automatic,First Owner,11.3,2987,254.8,7,7,Mercedes-Benz
7507,800000,25000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5,1,Volkswagen
7508,2200000,60000,Diesel,Individual,Automatic,First Owner,17.68,1968,174.33,5,7,Audi
7509,245000,121000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,5,14,Hyundai
7510,310000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5,11,Hyundai
7511,245000,120000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,5,14,Hyundai
7512,450000,110000,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,5,10,Volkswagen
7513,850000,84000,Diesel,Individual,Automatic,Second Owner,16.96,1968,138.03,5,8,Volkswagen
7514,325000,120000,Petrol,Individual,Automatic,Third Owner,10.1,2354,152.0,5,17,Honda
7515,409999,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5,8,Maruti
7516,5500000,50000,Diesel,Individual,Automatic,First Owner,11.2,1969,235.0,5,3,Volvo
7517,1000000,73500,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,6,Hyundai
7518,590000,34000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5,5,Hyundai
7519,1200000,23000,Diesel,Individual,Manual,First Owner,20.45,1461,108.5,5,2,Nissan
7520,175000,163000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,5,13,Ford
7521,300000,119000,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,5,10,Chevrolet
7522,2175000,50000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7,4,Toyota
7523,1110000,10500,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,2,Honda
7524,150000,280000,Diesel,Individual,Manual,Second Owner,14.8,1998,68.0,5,21,Mitsubishi
7525,325000,155000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,8,Volkswagen
7526,325000,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,5,11,Ford
7527,280000,75000,Petrol,Individual,Manual,First Owner,17.7,1497,78.0,5,13,Honda
7529,765000,80000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,5,Honda
7530,640000,120000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5,7,Honda
7531,65000,120000,Diesel,Individual,Manual,Third Owner,17.88,1396,52.8,5,14,Tata
7532,195000,175000,Diesel,Individual,Manual,Second Owner,18.7,1896,66.0,5,14,Skoda
7533,295000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,4,Maruti
7534,625000,100000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,9,Maruti
7535,160000,80000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,12,Maruti
7536,330000,84000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5,6,Maruti
7537,180000,50000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,5,11,Ford
7539,150000,35000,Petrol,Individual,Manual,Second Owner,14.0,796,35.0,5,9,Maruti
7540,300000,30000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,10,Hyundai
7541,730000,2388,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,3,Hyundai
7542,650000,16200,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,4,Maruti
7543,330000,10000,CNG,Individual,Manual,Second Owner,33.44,796,40.3,4,2,Maruti
7544,366000,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.1,5,2,Maruti
7545,1149000,5000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5,2,Hyundai
7546,150000,42000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5,5,Datsun
7547,187000,120000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,8,Hyundai
7548,425000,60000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.03,7,10,Tata
7549,150000,76000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,9,Maruti
7550,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,5,3,Ford
7551,250000,100000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,5,14,Skoda
7552,475000,83000,Petrol,Individual,Automatic,First Owner,15.74,1591,121.3,5,9,Hyundai
7553,750000,67600,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,5,5,Chevrolet
7554,1250000,160000,Diesel,Individual,Manual,Second Owner,13.5,2477,178.0,7,6,Mitsubishi
7555,250000,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,7,Hyundai
7556,445000,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,8,Honda
7557,400000,100000,Diesel,Individual,Manual,First Owner,15.0,1896,105.0,5,11,Volkswagen
7558,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5,11,Hyundai
7559,295000,140000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5,9,Skoda
7560,600000,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,3,Maruti
7561,1650000,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,8,3,Toyota
7562,100000,30000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,9,Maruti
7563,690000,13000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,5,3,Ford
7564,710000,42000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,3,Hyundai
7565,350000,10000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,5,3,Hyundai
7566,220000,13000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,9,Maruti
7567,700000,6500,Petrol,Individual,Manual,First Owner,20.0,999,72.0,7,2,Renault
7568,198000,49500,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,8,Hyundai
7569,350000,50000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5,10,Hyundai
7570,650000,35000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,5,5,Maruti
